,title,Tokens,listed_in,country,type,rating
156,Mars Attacks!,"['flying', 'saucer', 'head', 'earth', 'president', 'united', 'state', 'prepares', 'welcome', 'alien', 'visitor', 'soon', 'learns', 'coming', 'peace']",Fantasy,United States,Movie,PG-13
157,Marshall,"['biopic', 'thurgood', 'marshall', 'first', 'black', 'supreme', 'court', 'justice', 'center', 'pivotal', 'work', 'sensational', 'case', 'naacp', 'lawyer']",Dramas,"United States, China, Hong Kong",Movie,PG-13
158,My Boss's Daughter,"['young', 'man', 'mean', 'bos', 'hoping', 'use', 'opportunity', 'win', 'heart', 'bos', 'daughter', 'long', 'crush']",Comedies,United States,Movie,R
159,My Boss's Daughter,"['young', 'man', 'mean', 'bos', 'hoping', 'use', 'opportunity', 'win', 'heart', 'bos', 'daughter', 'long', 'crush']",Romantics,United States,Movie,R
160,Mystery Men,"['team', 'hero', 'try', 'earn', 'respect', 'springing', 'action', 'brave', 'dashing', 'captain', 'amazing', 'disappears']",Action,United States,Movie,PG-13
161,Mystery Men,"['team', 'hero', 'try', 'earn', 'respect', 'springing', 'action', 'brave', 'dashing', 'captain', 'amazing', 'disappears']",Comedies,United States,Movie,PG-13
162,Once Upon a Time in America,"['director', 'sergio', 'leone', 'sprawling', 'crime', 'epic', 'follows', 'group', 'jewish', 'mobster', 'rise', 'rank', 'organized', 'crime', 'new', 'york', 'city']",Classic,"Italy, United States",Movie,R
163,Once Upon a Time in America,"['director', 'sergio', 'leone', 'sprawling', 'crime', 'epic', 'follows', 'group', 'jewish', 'mobster', 'rise', 'rank', 'organized', 'crime', 'new', 'york', 'city']",Dramas,"Italy, United States",Movie,R
164,Open Season 2,"['elliot', 'buck', 'cohort', 'rescue', 'dachshund', 'pal', 'spoiled', 'pet', 'bent', 'returning', 'domesticity']",Family,"United States, Canada",Movie,PG
165,Open Season 2,"['elliot', 'buck', 'cohort', 'rescue', 'dachshund', 'pal', 'spoiled', 'pet', 'bent', 'returning', 'domesticity']",Comedies,"United States, Canada",Movie,PG
166,Osmosis Jones,"['peter', 'bobby', 'farrelly', 'outdo', 'partially', 'animated', 'tale', 'man', 'host', 'various', 'organism']",Action,United States,Movie,PG
167,Osmosis Jones,"['peter', 'bobby', 'farrelly', 'outdo', 'partially', 'animated', 'tale', 'man', 'host', 'various', 'organism']",Family,United States,Movie,PG
168,Osmosis Jones,"['peter', 'bobby', 'farrelly', 'outdo', 'partially', 'animated', 'tale', 'man', 'host', 'various', 'organism']",Comedies,United States,Movie,PG
169,Poseidon,"['tidal', 'wave', 'spell', 'disaster', 'ship', 'new', 'year', 'eve', 'reveler', 'capsizes', 'mammoth', 'vessel', 'sending', 'passenger', 'battle', 'survival']",Action,United States,Movie,PG-13
170,Poseidon,"['tidal', 'wave', 'spell', 'disaster', 'ship', 'new', 'year', 'eve', 'reveler', 'capsizes', 'mammoth', 'vessel', 'sending', 'passenger', 'battle', 'survival']",Dramas,United States,Movie,PG-13
171,Rhyme & Reason,"['world', 'culture', 'rap', 'song', 'topic', 'race', 'violence', 'police', 'family', 'sex', 'examined', 'performer', 'coast']",Documentaries,United States,Movie,R
172,Rhyme & Reason,"['world', 'culture', 'rap', 'song', 'topic', 'race', 'violence', 'police', 'family', 'sex', 'examined', 'performer', 'coast']",Musical,United States,Movie,R
173,Same Kind of Different as Me,"['wealthy', 'couple', 'whose', 'marriage', 'rock', 'befriends', 'local', 'homeless', 'man', 'change', 'perspective', 'inspiring', 'true', 'story']",Dramas,United States,Movie,PG-13
174,Same Kind of Different as Me,"['wealthy', 'couple', 'whose', 'marriage', 'rock', 'befriends', 'local', 'homeless', 'man', 'change', 'perspective', 'inspiring', 'true', 'story']",Faith,United States,Movie,PG-13
175,School of Rock,"['musician', 'dewey', 'finn', 'job', 'substitute', 'teacher', 'secretly', 'begin', 'teaching', 'student', 'finer', 'point', 'rock', 'roll']",Comedies,"United States, Germany",Movie,PG-13
176,School of Rock,"['musician', 'dewey', 'finn', 'job', 'substitute', 'teacher', 'secretly', 'begin', 'teaching', 'student', 'finer', 'point', 'rock', 'roll']",Musical,"United States, Germany",Movie,PG-13
177,Snervous Tyler Oakley,"['inspiring', 'internet', 'star', 'lgbt', 'advocate', 'share', 'intimate', 'view', 'life', 'relationship', 'international', 'slumber', 'party', 'tour']",Documentaries,United States,Movie,PG-13
178,Snervous Tyler Oakley,"['inspiring', 'internet', 'star', 'lgbt', 'advocate', 'share', 'intimate', 'view', 'life', 'relationship', 'international', 'slumber', 'party', 'tour']",LGBTQ,United States,Movie,PG-13
179,Tears of the Sun,"['navy', 'seal', 'sent', 'african', 'jungle', 'rescue', 'doctor', 'realize', 'also', 'save', 'refugee', 'physician', 'care']",Action,United States,Movie,R
180,Tears of the Sun,"['navy', 'seal', 'sent', 'african', 'jungle', 'rescue', 'doctor', 'realize', 'also', 'save', 'refugee', 'physician', 'care']",Dramas,United States,Movie,R
181,The Blue Lagoon,"['shipwrecked', 'child', 'stranded', 'year', 'deserted', 'island', 'fall', 'love', 'teenager', 'attempt', 'forge', 'life', 'isolated', 'paradise']",Dramas,United States,Movie,R
182,The Blue Lagoon,"['shipwrecked', 'child', 'stranded', 'year', 'deserted', 'island', 'fall', 'love', 'teenager', 'attempt', 'forge', 'life', 'isolated', 'paradise']",Romantics,United States,Movie,R
183,The Golden Child,"['social', 'worker', 'go', 'series', 'trap', 'terror', 'kidnapped', 'tibetan', 'child', 'mystical', 'power']",Action,United States,Movie,PG-13
184,The Golden Child,"['social', 'worker', 'go', 'series', 'trap', 'terror', 'kidnapped', 'tibetan', 'child', 'mystical', 'power']",Comedies,United States,Movie,PG-13
185,The Guns of Navarone,"['world', 'war', 'ii', 'british', 'force', 'launch', 'attack', 'designed', 'massive', 'nazi', 'cannon', 'guard', 'critical', 'sea', 'channel']",Action,"United Kingdom, United States",Movie,TV-14
186,The Guns of Navarone,"['world', 'war', 'ii', 'british', 'force', 'launch', 'attack', 'designed', 'massive', 'nazi', 'cannon', 'guard', 'critical', 'sea', 'channel']",Classic,"United Kingdom, United States",Movie,TV-14
187,The Interview,"['seth', 'rogen', 'james', 'franco', 'star', 'provocative', 'comedy', 'journalist', 'recruited', 'cia', 'arrange', 'interview', 'kim']",Action,United States,Movie,R
188,The Interview,"['seth', 'rogen', 'james', 'franco', 'star', 'provocative', 'comedy', 'journalist', 'recruited', 'cia', 'arrange', 'interview', 'kim']",Comedies,United States,Movie,R
189,The Nutty Professor,"['made', 'fun', 'weight', 'kind', 'brainy', 'professor', 'dose', 'revolutionary', 'formula', 'change', 'appearance']",Comedies,United States,Movie,PG-13
190,The Nutty Professor,"['made', 'fun', 'weight', 'kind', 'brainy', 'professor', 'dose', 'revolutionary', 'formula', 'change', 'appearance']",Romantics,United States,Movie,PG-13
191,Welcome Home Roscoe Jenkins,"['travel', 'georgia', 'parent', 'anniversary', 'pompously', 'flaunting', 'hollywood', 'lifestyle', 'examine', 'become']",Comedies,United States,Movie,PG-13
192,In the Line of Fire,"['twisted', 'yet', 'ingenious', 'killer', 'torment', 'veteran', 'secret', 'service', 'agent', 'haunted', 'failure', 'year', 'ago', 'save', 'president', 'john', 'kennedy']",Action,United States,Movie,R
193,In the Line of Fire,"['twisted', 'yet', 'ingenious', 'killer', 'torment', 'veteran', 'secret', 'service', 'agent', 'haunted', 'failure', 'year', 'ago', 'save', 'president', 'john', 'kennedy']",Classic,United States,Movie,R
194,2 Alone in Paris,"['bumbling', 'paris', 'policeman', 'doggedly', 'determined', 'capture', 'master', 'thief', 'repeatedly', 'eludes', 'even', 'last', 'men', 'earth']",Comedies,France,Movie,TV-MA
196,Thimmarusu,"['year', 'young', 'man', 'framed', 'murder', 'lawyer', 'case', 'beginning', 'tricky', 'mission', 'real', 'culprit']",Dramas,India,Movie,TV-14
198,Wind River,"['tracker', 'fish', 'wildlife', 'service', 'assist', 'rookie', 'fbi', 'agent', 'investigating', 'teen', 'girl', 'murder', 'remote', 'wyoming', 'reservation']",Dramas,"United Kingdom, Canada, United States",Movie,R
200,C Kkompany,"['broke', 'friend', 'pose', 'underworld', 'gang', 'extortion', 'plan', 'life', 'phony', 'company', 'becomes', 'famous']",Action,India,Movie,TV-14
201,C Kkompany,"['broke', 'friend', 'pose', 'underworld', 'gang', 'extortion', 'plan', 'life', 'phony', 'company', 'becomes', 'famous']",Comedies,India,Movie,TV-14
203,EMI: Liya Hai To Chukana Padega,"['bank', 'hire', 'enigmatic', 'unorthodox', 'debt', 'collector', 'recover', 'money', 'borrower', 'unable', 'pay', 'loan']",Comedies,India,Movie,TV-14
204,EMI: Liya Hai To Chukana Padega,"['bank', 'hire', 'enigmatic', 'unorthodox', 'debt', 'collector', 'recover', 'money', 'borrower', 'unable', 'pay', 'loan']",Dramas,India,Movie,TV-14
206,King of Boys: The Return of the King,"['alhaja', 'eniola', 'salami', 'start', 'anew', 'set', 'sight', 'different', 'position', 'power', 'fueled', 'revenge', 'regret', 'ruthlessness']",Crime,Nigeria,TV Show,TV-MA
208,King of Boys: The Return of the King,"['alhaja', 'eniola', 'salami', 'start', 'anew', 'set', 'sight', 'different', 'position', 'power', 'fueled', 'revenge', 'regret', 'ruthlessness']",Dramas,Nigeria,TV Show,TV-MA
209,Koi Aap Sa,"['star', 'athlete', 'rohan', 'eye', 'beautiful', 'art', 'student', 'best', 'friend', 'simran', 'experience', 'crisis', 'drop', 'everything']",Comedies,India,Movie,TV-14
210,Koi Aap Sa,"['star', 'athlete', 'rohan', 'eye', 'beautiful', 'art', 'student', 'best', 'friend', 'simran', 'experience', 'crisis', 'drop', 'everything']",Dramas,India,Movie,TV-14
212,Krishna Cottage,"['true', 'love', 'put', 'test', 'another', 'woman', 'come', 'pair', 'young', 'lover', 'thriller']",Action,India,Movie,TV-14
213,Krishna Cottage,"['true', 'love', 'put', 'test', 'another', 'woman', 'come', 'pair', 'young', 'lover', 'thriller']",Horror,India,Movie,TV-14
215,Kucch To Hai,"['student', 'try', 'steal', 'test', 'teacher', 'home', 'leaving', 'dead', 'accident', 'string', 'murder', 'professor', 'revenge']",Dramas,India,Movie,TV-14
217,Kucch To Hai,"['student', 'try', 'steal', 'test', 'teacher', 'home', 'leaving', 'dead', 'accident', 'string', 'murder', 'professor', 'revenge']",Thrillers,India,Movie,TV-14
218,Kyaa Kool Hai Hum,"['longtime', 'friend', 'rahul', 'karan', 'head', 'mumbai', 'intent', 'making', 'dream', 'come', 'true', 'men', 'suddenly', 'saddled', 'bad', 'luck']",Comedies,India,Movie,TV-MA
220,Kyaa Kool Hai Hum,"['longtime', 'friend', 'rahul', 'karan', 'head', 'mumbai', 'intent', 'making', 'dream', 'come', 'true', 'men', 'suddenly', 'saddled', 'bad', 'luck']",Musical,India,Movie,TV-MA
221,Kyaa Kool Hain Hum 3,"['unlikely', 'porn', 'actor', 'fall', 'woman', 'outside', 'industry', 'employ', 'traditional', 'family', 'impress', 'father']",Comedies,India,Movie,TV-MA
223,Kyaa Super Kool Hain Hum,"['aspiring', 'actor', 'struggling', 'dj', 'team', 'pursue', 'lady', 'love', 'diamond', 'rightfully', 'belongs', 'oversexed', 'dog']",Comedies,India,Movie,TV-MA
225,Kyo Kii... Main Jhuth Nahin Bolta,"['life', 'career', 'lawyer', 'thrown', 'chaos', 'son', 'wish', 'magically', 'render', 'incapable', 'telling', 'lie']",Comedies,India,Movie,TV-14
227,Kyo Kii... Main Jhuth Nahin Bolta,"['life', 'career', 'lawyer', 'thrown', 'chaos', 'son', 'wish', 'magically', 'render', 'incapable', 'telling', 'lie']",Fantasy,India,Movie,TV-14
228,"LSD: Love, Sex Aur Dhokha","['provocative', 'drama', 'examines', 'voyeuristic', 'nature', 'modern', 'society', 'affect', 'unusual', 'couple', 'northern', 'india']",Dramas,India,Movie,TV-MA
231,Mission Istaanbul: Darr Ke Aagey Jeet Hai,"['television', 'journalist', 'make', 'risky', 'career', 'move', 'accepting', 'job', 'offer', 'controversial', 'istanbul', 'television', 'station']",Action,India,Movie,TV-14
233,Mission Istaanbul: Darr Ke Aagey Jeet Hai,"['television', 'journalist', 'make', 'risky', 'career', 'move', 'accepting', 'job', 'offer', 'controversial', 'istanbul', 'television', 'station']",Musical,India,Movie,TV-14
234,Once Upon a Time in Mumbaai,"['mumbai', 'top', 'mob', 'bos', 'rule', 'underworld', 'honor', 'compassion', 'protégé', 'shake', 'world', 'organized', 'crime']",Dramas,India,Movie,TV-14
236,Once Upon a Time in Mumbaai,"['mumbai', 'top', 'mob', 'bos', 'rule', 'underworld', 'honor', 'compassion', 'protégé', 'shake', 'world', 'organized', 'crime']",Musical,India,Movie,TV-14
237,Once Upon a Time in Mumbai Dobaara!,"['turbulent', 'sequel', 'upon', 'time', 'mumbai', 'carry', 'saga', 'gangland', 'shoaib', 'khan', 'continues', 'pressing', 'control']",Dramas,India,Movie,TV-14
239,Once Upon a Time in Mumbai Dobaara!,"['turbulent', 'sequel', 'upon', 'time', 'mumbai', 'carry', 'saga', 'gangland', 'shoaib', 'khan', 'continues', 'pressing', 'control']",Musical,India,Movie,TV-14
240,Ragini MMS,"['couple', 'sensuous', 'weekend', 'house', 'outside', 'mumbai', 'rigged', 'surveillance', 'camera', 'occupied', 'evil', 'entity']",Horror,India,Movie,TV-MA
242,Ragini MMS 2,"['horror', 'continues', 'ragini', 'video', 'go', 'viral', 'sleazy', 'director', 'decides', 'make', 'movie', 'incident', 'original', 'house']",Horror,India,Movie,TV-MA
244,Shootout at Lokhandwala,"['based', 'true', 'story', 'action', 'film', 'follows', 'incident', 'stunned', 'nation', 'early', 'mumbai', 'india', 'notorious', 'gangster', 'maya', 'hold', 'veteran', 'cop', 'khan', 'force', 'policeman', 'bloody', 'gunfight']",Action,India,Movie,TV-MA
245,Shootout at Lokhandwala,"['based', 'true', 'story', 'action', 'film', 'follows', 'incident', 'stunned', 'nation', 'early', 'mumbai', 'india', 'notorious', 'gangster', 'maya', 'hold', 'veteran', 'cop', 'khan', 'force', 'policeman', 'bloody', 'gunfight']",Dramas,India,Movie,TV-MA
247,Shor In the City,"['mumbai', 'crook', 'steal', 'bag', 'train', 'filled', 'weapon', 'realize', 'life', 'danger']",Comedies,India,Movie,TV-14
248,Shor In the City,"['mumbai', 'crook', 'steal', 'bag', 'train', 'filled', 'weapon', 'realize', 'life', 'danger']",Dramas,India,Movie,TV-14
250,The Dirty Picture,"['running', 'away', 'home', 'search', 'movie', 'stardom', 'village', 'girl', 'rise', 'become', 'prominent', 'sex', 'symbol']",Comedies,India,Movie,TV-14
251,The Dirty Picture,"['running', 'away', 'home', 'search', 'movie', 'stardom', 'village', 'girl', 'rise', 'become', 'prominent', 'sex', 'symbol']",Dramas,India,Movie,TV-14
253,Really Love,"['rising', 'black', 'painter', 'try', 'break', 'competitive', 'art', 'world', 'balancing', 'unexpected', 'romance', 'ambitious', 'law', 'student']",Dramas,United States,Movie,TV-MA
255,Really Love,"['rising', 'black', 'painter', 'try', 'break', 'competitive', 'art', 'world', 'balancing', 'unexpected', 'romance', 'ambitious', 'law', 'student']",Romantics,United States,Movie,TV-MA
256,The November Man,"['agent', 'emerges', 'retirement', 'protect', 'important', 'witness', 'soon', 'discovers', 'old', 'friend', 'make', 'dangerous', 'enemy']",Action,"United States, United Kingdom",Movie,R
257,The Old Ways,"['reporter', 'visit', 'birthplace', 'veracruz', 'story', 'tribal', 'culture', 'kidnapped', 'local', 'believe', 'demonically', 'possessed']",Horror,United States,Movie,TV-MA
258,The Water Man,"['desperate', 'save', 'ailing', 'mother', 'gunner', 'run', 'away', 'home', 'quest', 'mythic', 'figure', 'rumored', 'power', 'cheat', 'death']",Family,United States,Movie,PG
259,The Water Man,"['desperate', 'save', 'ailing', 'mother', 'gunner', 'run', 'away', 'home', 'quest', 'mythic', 'figure', 'rumored', 'power', 'cheat', 'death']",Dramas,United States,Movie,PG
260,Sweet Girl,"['lost', 'love', 'life', 'pharmaceutical', 'company', 'greed', 'daughter', 'without', 'mother', 'without', 'justice']",Action,United States,Movie,R
261,Sweet Girl,"['lost', 'love', 'life', 'pharmaceutical', 'company', 'greed', 'daughter', 'without', 'mother', 'without', 'justice']",Dramas,United States,Movie,R
262,Like Crazy,"['spirited', 'exchange', 'student', 'american', 'man', 'fall', 'love', 'la', 'romance', 'face', 'uphill', 'battle', 'forced', 'return', 'england']",Dramas,United States,Movie,PG-13
264,Like Crazy,"['spirited', 'exchange', 'student', 'american', 'man', 'fall', 'love', 'la', 'romance', 'face', 'uphill', 'battle', 'forced', 'return', 'england']",Romantics,United States,Movie,PG-13
265,Bombay,"['year', 'elope', 'family', 'wish', 'couple', 'son', 'become', 'caught', 'throe', 'conflict', 'city']",Dramas,India,Movie,TV-14
267,Bombay,"['year', 'elope', 'family', 'wish', 'couple', 'son', 'become', 'caught', 'throe', 'conflict', 'city']",Romantics,India,Movie,TV-14
268,Pahuna,"['fleeing', 'unrest', 'native', 'nepal', 'young', 'sibling', 'separated', 'parent', 'beat', 'odds', 'survive', 'india']",Comedies,"India, Nepal",Movie,TV-PG
269,Pahuna,"['fleeing', 'unrest', 'native', 'nepal', 'young', 'sibling', 'separated', 'parent', 'beat', 'odds', 'survive', 'india']",Dramas,"India, Nepal",Movie,TV-PG
271,Walk of Shame,"['night', 'boozy', 'carousing', 'local', 'newscaster', 'stranded', 'street', 'la', 'hour', 'job', 'interview', 'lifetime']",Comedies,United States,Movie,R
273,The Piano,"['daughter', 'beloved', 'piano', 'tow', 'mute', 'scottish', 'woman', 'arrives', 'new', 'zealand', 'gruff', 'loner', 'set', 'seduce']",Classic,"New Zealand, Australia, France, United States",Movie,R
274,The Piano,"['daughter', 'beloved', 'piano', 'tow', 'mute', 'scottish', 'woman', 'arrives', 'new', 'zealand', 'gruff', 'loner', 'set', 'seduce']",Dramas,"New Zealand, Australia, France, United States",Movie,R
276,Beckett,"['american', 'tourist', 'go', 'run', 'greece', 'tragic', 'accident', 'plunge', 'political', 'conspiracy', 'make', 'target', 'assassination']",Action,"Italy, Brazil, Greece",Movie,TV-MA
277,Gone for Good,"['year', 'losing', 'loved', 'man', 'plunged', 'another', 'dizzying', 'mystery', 'girlfriend', 'vanishes', 'based', 'harlan', 'coben', 'novel']",Crime,France,TV Show,TV-MA
279,Gone for Good,"['year', 'losing', 'loved', 'man', 'plunged', 'another', 'dizzying', 'mystery', 'girlfriend', 'vanishes', 'based', 'harlan', 'coben', 'novel']",Dramas,France,TV Show,TV-MA
281,Valeria,"['writer', 'creative', 'marital', 'crisis', 'support', 'friend', 'also', 'discovering', 'based', 'novel', 'elísabet', 'benavent']",Romantics,Spain,TV Show,TV-MA
282,Valeria,"['writer', 'creative', 'marital', 'crisis', 'support', 'friend', 'also', 'discovering', 'based', 'novel', 'elísabet', 'benavent']",Spanish,Spain,TV Show,TV-MA
283,Lokillo: Nothing's the Same,"['song', 'pun', 'comedian', 'lokillo', 'florez', 'hilariously', 'review', 'latin', 'american', 'adjusted', 'new', 'world', 'policy', 'prevail']",Stand-Up Comedy,Colombia,Movie,TV-MA
